participant_id,Condition,Illusion_Type,Block,Trial,Stimulus,ISI,FixationCross_Left,FixationCross_Top,Answer,Error,Illusion_Strength,Illusion_Difference,Illusion_Effect,Illusion_Side
sub-002,Baseline,VerticalHorizontal,2,52.0,VerticalHorizontal_-36.000_-0.0300,636.0,36.0,36.0,right,1,-36.0,0.03,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,53.0,VerticalHorizontal_9.00000_-0.08913,766.0,-22.0,6.0,right,1,9.0,0.08913,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,54.0,VerticalHorizontal_-36.000_0.16122,984.0,44.0,31.0,left,1,-36.0,0.16122,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,55.0,VerticalHorizontal_45.0000_-0.08913,752.0,25.0,-5.0,left,0,45.0,0.08913,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,56.0,VerticalHorizontal_-9.0000_0.08913,600.0,-17.0,19.0,left,1,-9.0,0.08913,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,57.0,VerticalHorizontal_-9.0000_0.03000,690.0,-1.0,4.0,left,1,-9.0,0.03,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,58.0,VerticalHorizontal_-27.000_0.08913,936.0,-7.0,20.0,left,1,-27.0,0.08913,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,59.0,VerticalHorizontal_-27.000_-0.0300,793.0,29.0,17.0,right,1,-27.0,0.03,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,60.0,VerticalHorizontal_-27.000_0.03000,752.0,-2.0,14.0,left,1,-27.0,0.03,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,61.0,VerticalHorizontal_18.0000_0.16122,727.0,28.0,-32.0,left,1,18.0,0.16122,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,62.0,VerticalHorizontal_45.0000_0.03000,760.0,25.0,26.0,right,0,45.0,0.03,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,63.0,VerticalHorizontal_9.00000_-0.16122,957.0,-11.0,-23.0,right,1,9.0,0.16122,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,64.0,VerticalHorizontal_-45.000_0.03000,551.0,18.0,34.0,left,1,-45.0,0.03,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,65.0,VerticalHorizontal_-18.000_0.03000,942.0,23.0,25.0,left,1,-18.0,0.03,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,66.0,VerticalHorizontal_45.0000_-0.16122,688.0,-14.0,15.0,left,0,45.0,0.16122,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,67.0,VerticalHorizontal_18.0000_-0.16122,850.0,-22.0,11.0,right,1,18.0,0.16122,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,68.0,VerticalHorizontal_-27.000_0.24909,918.0,1.0,-31.0,left,1,-27.0,0.24909,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,69.0,VerticalHorizontal_18.0000_0.24909,968.0,3.0,-26.0,left,1,18.0,0.24909,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,70.0,VerticalHorizontal_27.0000_-0.0300,560.0,10.0,-27.0,left,0,27.0,0.03,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,71.0,VerticalHorizontal_-36.000_-0.08913,802.0,-16.0,0.0,right,1,-36.0,0.08913,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,72.0,VerticalHorizontal_36.0000_-0.0300,792.0,-19.0,22.0,left,0,36.0,0.03,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,73.0,VerticalHorizontal_9.00000_-0.0300,647.0,-26.0,44.0,left,0,9.0,0.03,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,74.0,VerticalHorizontal_-9.0000_-0.24909,615.0,2.0,1.0,right,1,-9.0,0.24909,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,75.0,VerticalHorizontal_18.0000_0.08913,768.0,37.0,-18.0,left,1,18.0,0.08913,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,76.0,VerticalHorizontal_-9.0000_-0.16122,503.0,29.0,-3.0,right,1,-9.0,0.16122,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,77.0,VerticalHorizontal_27.0000_-0.08913,827.0,-5.0,16.0,left,0,27.0,0.08913,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,78.0,VerticalHorizontal_36.0000_0.24909,646.0,9.0,18.0,left,1,36.0,0.24909,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,79.0,VerticalHorizontal_45.0000_0.24909,950.0,-1.0,34.0,left,1,45.0,0.24909,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,80.0,VerticalHorizontal_-45.000_0.08913,627.0,36.0,8.0,left,1,-45.0,0.08913,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,1.0,MullerLyer_15.0000_-0.18509,810.0,-31.0,16.0,up,0,15.0,0.18509,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,2.0,MullerLyer_21.0000_-0.30447,967.0,-3.0,31.0,down,1,21.0,0.30447,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,3.0,MullerLyer_15.0000_0.18509,511.0,-26.0,9.0,up,1,15.0,0.18509,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,4.0,MullerLyer_-3.0000_-0.08716,679.0,-11.0,-36.0,down,1,-3.0,0.08716,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,5.0,MullerLyer_-3.0000_0.45000,536.0,-18.0,-15.0,up,1,-3.0,0.45,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,6.0,MullerLyer_9.00000_-0.4500,917.0,1.0,-25.0,down,1,9.0,0.45,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,7.0,MullerLyer_-27.000_0.30447,551.0,0.0,-5.0,up,1,-27.0,0.30447,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,8.0,MullerLyer_21.0000_0.30447,625.0,-1.0,-8.0,down,0,21.0,0.30447,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,9.0,MullerLyer_27.0000_-0.08716,785.0,3.0,-7.0,up,0,27.0,0.08716,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,10.0,MullerLyer_-21.000_0.45000,614.0,18.0,37.0,up,1,-21.0,0.45,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,11.0,MullerLyer_27.0000_0.30447,924.0,2.0,-16.0,down,0,27.0,0.30447,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,12.0,MullerLyer_15.0000_-0.30447,838.0,-20.0,4.0,down,1,15.0,0.30447,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,13.0,MullerLyer_-3.0000_0.18509,702.0,-9.0,13.0,up,1,-3.0,0.18509,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,14.0,MullerLyer_-3.0000_-0.4500,513.0,48.0,-16.0,down,1,-3.0,0.45,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,15.0,MullerLyer_27.0000_0.08716,639.0,-24.0,-6.0,down,0,27.0,0.08716,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,16.0,MullerLyer_9.00000_0.18509,624.0,-25.0,17.0,up,1,9.0,0.18509,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,17.0,MullerLyer_-15.000_0.30447,669.0,-6.0,-41.0,up,1,-15.0,0.30447,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,18.0,MullerLyer_-15.000_0.08716,848.0,-5.0,18.0,up,1,-15.0,0.08716,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,19.0,MullerLyer_27.0000_0.18509,811.0,-31.0,-33.0,down,0,27.0,0.18509,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,20.0,MullerLyer_-15.000_-0.18509,555.0,-10.0,-13.0,down,1,-15.0,0.18509,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,21.0,MullerLyer_-9.0000_-0.30447,525.0,-9.0,2.0,down,1,-9.0,0.30447,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,22.0,MullerLyer_-27.000_-0.30447,971.0,-13.0,5.0,down,1,-27.0,0.30447,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,23.0,MullerLyer_-9.0000_0.18509,528.0,6.0,4.0,up,1,-9.0,0.18509,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,24.0,MullerLyer_-9.0000_-0.4500,860.0,37.0,36.0,down,1,-9.0,0.45,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,25.0,MullerLyer_-9.0000_-0.08716,984.0,44.0,22.0,down,1,-9.0,0.08716,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,26.0,MullerLyer_3.00000_-0.30447,799.0,-7.0,28.0,down,1,3.0,0.30447,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,27.0,MullerLyer_-9.0000_-0.18509,778.0,16.0,-24.0,down,1,-9.0,0.18509,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,28.0,MullerLyer_9.00000_-0.18509,684.0,-41.0,14.0,up,0,9.0,0.18509,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,29.0,MullerLyer_-9.0000_0.45000,801.0,-49.0,6.0,up,1,-9.0,0.45,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,30.0,MullerLyer_-27.000_-0.08716,529.0,25.0,4.0,down,1,-27.0,0.08716,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,31.0,MullerLyer_27.0000_-0.18509,632.0,22.0,-24.0,up,0,27.0,0.18509,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,32.0,MullerLyer_15.0000_0.30447,769.0,-17.0,-32.0,up,1,15.0,0.30447,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,33.0,MullerLyer_-3.0000_0.30447,877.0,-15.0,18.0,up,1,-3.0,0.30447,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,34.0,MullerLyer_-27.000_0.45000,623.0,25.0,-16.0,up,1,-27.0,0.45,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,35.0,MullerLyer_27.0000_-0.4500,702.0,24.0,-1.0,down,1,27.0,0.45,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,36.0,MullerLyer_21.0000_0.45000,647.0,12.0,-29.0,up,1,21.0,0.45,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,37.0,MullerLyer_21.0000_0.08716,854.0,-8.0,-33.0,down,0,21.0,0.08716,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,38.0,MullerLyer_21.0000_-0.18509,747.0,-24.0,-13.0,up,0,21.0,0.18509,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,39.0,MullerLyer_15.0000_0.45000,945.0,41.0,-15.0,up,1,15.0,0.45,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,40.0,MullerLyer_-27.000_0.08716,969.0,12.0,-4.0,up,1,-27.0,0.08716,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,41.0,MullerLyer_21.0000_-0.4500,979.0,22.0,19.0,down,1,21.0,0.45,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,42.0,MullerLyer_9.00000_-0.08716,704.0,-32.0,48.0,up,0,9.0,0.08716,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,43.0,MullerLyer_-21.000_0.18509,735.0,-2.0,-4.0,up,1,-21.0,0.18509,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,44.0,MullerLyer_-9.0000_0.30447,521.0,-14.0,14.0,up,1,-9.0,0.30447,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,45.0,MullerLyer_-21.000_-0.08716,609.0,25.0,-22.0,down,1,-21.0,0.08716,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,46.0,MullerLyer_-3.0000_-0.30447,853.0,46.0,1.0,down,1,-3.0,0.30447,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,47.0,MullerLyer_-21.000_-0.4500,987.0,-24.0,-13.0,down,1,-21.0,0.45,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,48.0,MullerLyer_3.00000_0.18509,765.0,33.0,-13.0,up,1,3.0,0.18509,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,49.0,MullerLyer_-21.000_0.08716,754.0,-31.0,-9.0,up,1,-21.0,0.08716,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,50.0,MullerLyer_3.00000_-0.18509,867.0,43.0,0.0,down,1,3.0,0.18509,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,51.0,MullerLyer_-27.000_-0.4500,980.0,41.0,-9.0,down,1,-27.0,0.45,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,52.0,MullerLyer_9.00000_0.08716,696.0,-4.0,-4.0,up,1,9.0,0.08716,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,53.0,MullerLyer_-15.000_0.18509,903.0,5.0,34.0,up,1,-15.0,0.18509,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,54.0,MullerLyer_15.0000_-0.4500,524.0,-14.0,-15.0,down,1,15.0,0.45,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,55.0,MullerLyer_-21.000_-0.18509,933.0,-9.0,0.0,down,1,-21.0,0.18509,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,56.0,MullerLyer_21.0000_0.18509,669.0,17.0,25.0,up,1,21.0,0.18509,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,57.0,MullerLyer_-21.000_0.30447,637.0,4.0,18.0,up,1,-21.0,0.30447,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,58.0,MullerLyer_-15.000_0.45000,573.0,-27.0,-7.0,up,1,-15.0,0.45,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,59.0,MullerLyer_-27.000_0.18509,671.0,-9.0,12.0,up,1,-27.0,0.18509,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,60.0,MullerLyer_15.0000_0.08716,517.0,29.0,-6.0,down,0,15.0,0.08716,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,61.0,MullerLyer_3.00000_-0.08716,999.0,-31.0,25.0,down,1,3.0,0.08716,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,62.0,MullerLyer_3.00000_-0.4500,634.0,-31.0,-11.0,down,1,3.0,0.45,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,63.0,MullerLyer_-15.000_-0.30447,850.0,36.0,20.0,down,1,-15.0,0.30447,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,64.0,MullerLyer_3.00000_0.08716,692.0,13.0,-1.0,up,1,3.0,0.08716,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,65.0,MullerLyer_-21.000_-0.30447,627.0,-26.0,29.0,down,1,-21.0,0.30447,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,66.0,MullerLyer_9.00000_0.30447,639.0,13.0,-12.0,up,1,9.0,0.30447,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,67.0,MullerLyer_3.00000_0.45000,661.0,44.0,3.0,up,1,3.0,0.45,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,68.0,MullerLyer_-15.000_-0.08716,583.0,-12.0,-6.0,down,1,-15.0,0.08716,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,69.0,MullerLyer_3.00000_0.30447,510.0,-41.0,19.0,up,1,3.0,0.30447,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,70.0,MullerLyer_15.0000_-0.08716,513.0,-8.0,8.0,up,0,15.0,0.08716,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,71.0,MullerLyer_9.00000_-0.30447,961.0,-14.0,-4.0,down,1,9.0,0.30447,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,72.0,MullerLyer_-15.000_-0.4500,795.0,-47.0,-20.0,down,1,-15.0,0.45,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,73.0,MullerLyer_21.0000_-0.08716,589.0,-16.0,1.0,up,0,21.0,0.08716,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,74.0,MullerLyer_27.0000_-0.30447,671.0,9.0,7.0,down,1,27.0,0.30447,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,75.0,MullerLyer_9.00000_0.45000,810.0,4.0,-37.0,up,1,9.0,0.45,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,76.0,MullerLyer_-27.000_-0.18509,816.0,-6.0,8.0,down,1,-27.0,0.18509,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,77.0,MullerLyer_-3.0000_-0.18509,682.0,-5.0,-18.0,down,1,-3.0,0.18509,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,78.0,MullerLyer_-3.0000_0.08716,922.0,3.0,-19.0,up,1,-3.0,0.08716,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,79.0,MullerLyer_-9.0000_0.08716,878.0,8.0,-37.0,up,1,-9.0,0.08716,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,MullerLyer,1,80.0,MullerLyer_27.0000_0.45000,677.0,38.0,-21.0,down,0,27.0,0.45,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,1.0,Ebbinghaus_0.45000_-0.3383,642.0,8.0,-5.0,right,1,0.45,0.3383,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,2.0,Ebbinghaus_-0.4500_-0.5000,848.0,-11.0,-25.0,right,1,-0.45,0.5,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,3.0,Ebbinghaus_1.35000_-0.20566,636.0,17.0,-40.0,left,0,1.35,0.20566,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,4.0,Ebbinghaus_0.15000_0.33830,739.0,-28.0,23.0,left,1,0.15,0.3383,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,5.0,Ebbinghaus_1.35000_0.09684,517.0,0.0,-6.0,left,1,1.35,0.09684,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,6.0,Ebbinghaus_0.45000_-0.09684,719.0,7.0,-14.0,left,0,0.45,0.09684,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,7.0,Ebbinghaus_-1.0500_0.33830,872.0,-16.0,-20.0,left,1,-1.05,0.3383,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,8.0,Ebbinghaus_1.35000_-0.09684,512.0,-2.0,-12.0,left,0,1.35,0.09684,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,9.0,Ebbinghaus_-0.1500_-0.5000,867.0,40.0,6.0,right,1,-0.15,0.5,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,10.0,Ebbinghaus_-0.1500_0.09684,549.0,35.0,-17.0,left,1,-0.15,0.09684,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,11.0,Ebbinghaus_-0.7500_-0.5000,622.0,-35.0,-13.0,right,1,-0.75,0.5,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,12.0,Ebbinghaus_1.35000_0.20566,709.0,8.0,17.0,left,1,1.35,0.20566,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,13.0,Ebbinghaus_0.15000_0.50000,799.0,21.0,-10.0,left,1,0.15,0.5,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,14.0,Ebbinghaus_1.05000_-0.09684,587.0,38.0,-40.0,left,0,1.05,0.09684,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,15.0,Ebbinghaus_-1.0500_0.50000,932.0,10.0,6.0,left,1,-1.05,0.5,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,16.0,Ebbinghaus_1.05000_0.20566,576.0,-10.0,-42.0,left,1,1.05,0.20566,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,17.0,Ebbinghaus_-1.0500_0.20566,690.0,-34.0,-8.0,left,1,-1.05,0.20566,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,18.0,Ebbinghaus_1.05000_0.50000,733.0,11.0,-8.0,left,1,1.05,0.5,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,19.0,Ebbinghaus_0.75000_0.20566,651.0,-15.0,-7.0,left,1,0.75,0.20566,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,20.0,Ebbinghaus_0.45000_0.33830,702.0,18.0,4.0,left,1,0.45,0.3383,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,21.0,Ebbinghaus_0.45000_0.09684,518.0,-13.0,9.0,left,1,0.45,0.09684,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,22.0,Ebbinghaus_-0.7500_0.50000,573.0,-33.0,-19.0,left,1,-0.75,0.5,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,23.0,Ebbinghaus_-1.0500_-0.09684,991.0,14.0,-28.0,right,1,-1.05,0.09684,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,24.0,Ebbinghaus_-0.1500_-0.3383,872.0,-34.0,17.0,right,1,-0.15,0.3383,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,25.0,Ebbinghaus_-0.1500_0.20566,689.0,2.0,5.0,left,1,-0.15,0.20566,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,26.0,Ebbinghaus_1.05000_-0.20566,548.0,-24.0,-2.0,right,1,1.05,0.20566,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,27.0,Ebbinghaus_-0.4500_-0.3383,688.0,0.0,0.0,right,1,-0.45,0.3383,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,28.0,Ebbinghaus_0.75000_-0.09684,993.0,14.0,-2.0,left,0,0.75,0.09684,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,29.0,Ebbinghaus_-0.4500_0.20566,952.0,0.0,-48.0,left,1,-0.45,0.20566,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,30.0,Ebbinghaus_-0.4500_-0.20566,595.0,11.0,-8.0,right,1,-0.45,0.20566,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,31.0,Ebbinghaus_-0.4500_-0.09684,968.0,36.0,-24.0,right,1,-0.45,0.09684,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,32.0,Ebbinghaus_0.15000_-0.20566,774.0,-6.0,-6.0,right,1,0.15,0.20566,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,33.0,Ebbinghaus_-1.0500_-0.3383,878.0,14.0,-20.0,right,1,-1.05,0.3383,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,34.0,Ebbinghaus_-0.7500_0.20566,982.0,17.0,-9.0,left,1,-0.75,0.20566,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,35.0,Ebbinghaus_-1.0500_-0.5000,714.0,8.0,6.0,right,1,-1.05,0.5,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,36.0,Ebbinghaus_0.15000_-0.09684,973.0,-36.0,-21.0,right,1,0.15,0.09684,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,37.0,Ebbinghaus_0.45000_0.20566,625.0,-1.0,-10.0,left,1,0.45,0.20566,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,38.0,Ebbinghaus_-0.7500_0.09684,955.0,5.0,12.0,left,1,-0.75,0.09684,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,39.0,Ebbinghaus_0.75000_0.09684,948.0,23.0,25.0,left,1,0.75,0.09684,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,40.0,Ebbinghaus_1.35000_-0.3383,963.0,32.0,-27.0,right,1,1.35,0.3383,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,41.0,Ebbinghaus_-1.3500_-0.5000,683.0,26.0,14.0,right,1,-1.35,0.5,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,42.0,Ebbinghaus_1.05000_0.33830,664.0,31.0,-16.0,left,1,1.05,0.3383,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,43.0,Ebbinghaus_0.45000_-0.5000,703.0,34.0,-36.0,right,1,0.45,0.5,Incongruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,44.0,Ebbinghaus_-0.1500_-0.09684,882.0,-6.0,-2.0,left,0,-0.15,0.09684,Congruent,-1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,45.0,Ebbinghaus_-0.7500_0.33830,753.0,14.0,-38.0,left,1,-0.75,0.3383,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,46.0,Ebbinghaus_0.45000_0.50000,815.0,-21.0,10.0,left,1,0.45,0.5,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,47.0,Ebbinghaus_-0.1500_0.33830,739.0,18.0,-30.0,left,1,-0.15,0.3383,Congruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,48.0,Ebbinghaus_1.05000_0.09684,776.0,1.0,35.0,right,0,1.05,0.09684,Incongruent,1.0
sub-002,Materials/Hypnosis.mp3,Ebbinghaus,1,49.0,Ebbinghaus_1.05000_-0.3383,749.0,-14.0,-11.0,right,1,1.05,0.3383,Incongruent,-1.0
