participant_id,Condition,Illusion_Type,Block,Trial,Stimulus,ISI,FixationCross_Left,FixationCross_Top,Answer,Error,Illusion_Strength,Illusion_Difference,Illusion_Effect,Illusion_Side
sub-002,Baseline,MullerLyer,2,40.0,MullerLyer_6.00000_0.13370,618.0,32.0,6.0,down,0,6.0,0.1337,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,41.0,MullerLyer_18.0000_0.24183,520.0,7.0,40.0,up,1,18.0,0.24183,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,42.0,MullerLyer_-18.000_0.04500,589.0,-11.0,-10.0,up,1,-18.0,0.045,Congruent,1.0
sub-002,Baseline,MullerLyer,2,43.0,MullerLyer_-18.000_0.24183,664.0,12.0,10.0,up,1,-18.0,0.24183,Congruent,1.0
sub-002,Baseline,MullerLyer,2,44.0,MullerLyer_12.0000_0.04500,788.0,11.0,-35.0,down,0,12.0,0.045,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,45.0,MullerLyer_-6.0000_0.37364,501.0,36.0,16.0,up,1,-6.0,0.37364,Congruent,1.0
sub-002,Baseline,MullerLyer,2,46.0,MullerLyer_30.0000_0.37364,957.0,36.0,4.0,up,1,30.0,0.37364,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,47.0,MullerLyer_-24.000_-0.37364,894.0,4.0,16.0,down,1,-24.0,0.37364,Congruent,-1.0
sub-002,Baseline,MullerLyer,2,48.0,MullerLyer_6.00000_0.04500,778.0,-16.0,-20.0,up,1,6.0,0.045,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,49.0,MullerLyer_-18.000_-0.37364,884.0,-1.0,6.0,down,1,-18.0,0.37364,Congruent,-1.0
sub-002,Baseline,MullerLyer,2,50.0,MullerLyer_12.0000_0.24183,899.0,35.0,-18.0,up,1,12.0,0.24183,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,51.0,MullerLyer_24.0000_0.13370,822.0,-21.0,39.0,down,0,24.0,0.1337,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,52.0,MullerLyer_24.0000_0.37364,999.0,-34.0,-16.0,up,1,24.0,0.37364,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,53.0,MullerLyer_-30.000_-0.37364,943.0,2.0,21.0,down,1,-30.0,0.37364,Congruent,-1.0
sub-002,Baseline,MullerLyer,2,54.0,MullerLyer_18.0000_0.37364,644.0,6.0,-13.0,up,1,18.0,0.37364,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,55.0,MullerLyer_-24.000_-0.24183,883.0,-6.0,-1.0,down,1,-24.0,0.24183,Congruent,-1.0
sub-002,Baseline,MullerLyer,2,56.0,MullerLyer_-24.000_0.37364,656.0,5.0,15.0,up,1,-24.0,0.37364,Congruent,1.0
sub-002,Baseline,MullerLyer,2,57.0,MullerLyer_24.0000_-0.0450,604.0,-8.0,-11.0,up,0,24.0,0.045,Incongruent,-1.0
sub-002,Baseline,MullerLyer,2,58.0,MullerLyer_-12.000_-0.0450,660.0,7.0,-34.0,down,1,-12.0,0.045,Congruent,-1.0
sub-002,Baseline,MullerLyer,2,59.0,MullerLyer_-24.000_0.13370,789.0,-6.0,14.0,up,1,-24.0,0.1337,Congruent,1.0
sub-002,Baseline,MullerLyer,2,60.0,MullerLyer_-6.0000_-0.0450,953.0,-34.0,15.0,down,1,-6.0,0.045,Congruent,-1.0
sub-002,Baseline,MullerLyer,2,61.0,MullerLyer_12.0000_-0.37364,839.0,-18.0,35.0,down,1,12.0,0.37364,Incongruent,-1.0
sub-002,Baseline,MullerLyer,2,62.0,MullerLyer_12.0000_-0.1337,815.0,21.0,24.0,up,0,12.0,0.1337,Incongruent,-1.0
sub-002,Baseline,MullerLyer,2,63.0,MullerLyer_24.0000_-0.1337,586.0,30.0,-14.0,up,0,24.0,0.1337,Incongruent,-1.0
sub-002,Baseline,MullerLyer,2,64.0,MullerLyer_24.0000_-0.37364,641.0,-16.0,15.0,down,1,24.0,0.37364,Incongruent,-1.0
sub-002,Baseline,MullerLyer,2,65.0,MullerLyer_24.0000_0.24183,924.0,-17.0,2.0,down,0,24.0,0.24183,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,66.0,MullerLyer_-6.0000_-0.24183,678.0,28.0,16.0,down,1,-6.0,0.24183,Congruent,-1.0
sub-002,Baseline,MullerLyer,2,67.0,MullerLyer_-6.0000_0.13370,502.0,20.0,12.0,up,1,-6.0,0.1337,Congruent,1.0
sub-002,Baseline,MullerLyer,2,68.0,MullerLyer_6.00000_0.37364,990.0,-9.0,-9.0,up,1,6.0,0.37364,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,69.0,MullerLyer_-30.000_-0.1337,647.0,19.0,16.0,down,1,-30.0,0.1337,Congruent,-1.0
sub-002,Baseline,MullerLyer,2,70.0,MullerLyer_-24.000_0.04500,839.0,5.0,-3.0,up,1,-24.0,0.045,Congruent,1.0
sub-002,Baseline,MullerLyer,2,71.0,MullerLyer_12.0000_0.37364,731.0,8.0,33.0,up,1,12.0,0.37364,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,72.0,MullerLyer_30.0000_0.04500,696.0,-12.0,7.0,down,0,30.0,0.045,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,73.0,MullerLyer_-18.000_-0.0450,669.0,15.0,14.0,down,1,-18.0,0.045,Congruent,-1.0
sub-002,Baseline,MullerLyer,2,74.0,MullerLyer_6.00000_-0.1337,951.0,7.0,36.0,down,1,6.0,0.1337,Incongruent,-1.0
sub-002,Baseline,MullerLyer,2,75.0,MullerLyer_12.0000_-0.0450,624.0,-16.0,-9.0,up,0,12.0,0.045,Incongruent,-1.0
sub-002,Baseline,MullerLyer,2,76.0,MullerLyer_-30.000_-0.0450,818.0,22.0,24.0,down,1,-30.0,0.045,Congruent,-1.0
sub-002,Baseline,MullerLyer,2,77.0,MullerLyer_6.00000_-0.24183,780.0,-1.0,-27.0,down,1,6.0,0.24183,Incongruent,-1.0
sub-002,Baseline,MullerLyer,2,78.0,MullerLyer_18.0000_0.13370,925.0,7.0,22.0,up,1,18.0,0.1337,Incongruent,1.0
sub-002,Baseline,MullerLyer,2,79.0,MullerLyer_24.0000_-0.24183,925.0,37.0,-16.0,up,0,24.0,0.24183,Incongruent,-1.0
sub-002,Baseline,MullerLyer,2,80.0,MullerLyer_-18.000_-0.1337,526.0,37.0,-19.0,down,1,-18.0,0.1337,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,1.0,Ebbinghaus_-0.9000_-0.14856,819.0,19.0,17.0,right,1,-0.9,0.14856,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,2.0,Ebbinghaus_0.30000_-0.2687,915.0,-6.0,16.0,right,1,0.3,0.2687,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,3.0,Ebbinghaus_-0.9000_-0.41515,589.0,-35.0,-11.0,right,1,-0.9,0.41515,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,4.0,Ebbinghaus_0.30000_0.26870,502.0,-16.0,35.0,left,1,0.3,0.2687,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,5.0,Ebbinghaus_0.90000_0.14856,906.0,19.0,4.0,left,1,0.9,0.14856,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,6.0,Ebbinghaus_0.30000_0.41515,985.0,19.0,-39.0,left,1,0.3,0.41515,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,7.0,Ebbinghaus_-0.3000_0.26870,547.0,-32.0,40.0,left,1,-0.3,0.2687,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,8.0,Ebbinghaus_-1.5000_-0.2687,787.0,-28.0,21.0,right,1,-1.5,0.2687,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,9.0,Ebbinghaus_-0.6000_0.14856,713.0,-11.0,19.0,left,1,-0.6,0.14856,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,10.0,Ebbinghaus_0.60000_-0.41515,999.0,5.0,-28.0,right,1,0.6,0.41515,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,11.0,Ebbinghaus_-1.5000_0.14856,908.0,29.0,-5.0,left,1,-1.5,0.14856,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,12.0,Ebbinghaus_1.20000_-0.41515,729.0,7.0,6.0,right,1,1.2,0.41515,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,13.0,Ebbinghaus_1.50000_-0.0500,506.0,-12.0,9.0,left,0,1.5,0.05,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,14.0,Ebbinghaus_0.30000_-0.41515,902.0,10.0,31.0,right,1,0.3,0.41515,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,15.0,Ebbinghaus_-0.6000_-0.14856,928.0,-18.0,-25.0,right,1,-0.6,0.14856,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,16.0,Ebbinghaus_1.20000_0.41515,627.0,-35.0,-17.0,left,1,1.2,0.41515,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,17.0,Ebbinghaus_0.60000_-0.14856,884.0,5.0,-47.0,right,1,0.6,0.14856,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,18.0,Ebbinghaus_0.60000_0.14856,744.0,29.0,22.0,right,0,0.6,0.14856,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,19.0,Ebbinghaus_-0.9000_-0.2687,582.0,23.0,-15.0,right,1,-0.9,0.2687,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,20.0,Ebbinghaus_-0.9000_-0.0500,808.0,-18.0,-32.0,right,1,-0.9,0.05,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,21.0,Ebbinghaus_-0.6000_0.05000,649.0,37.0,-2.0,left,1,-0.6,0.05,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,22.0,Ebbinghaus_-1.5000_-0.0500,890.0,-25.0,-28.0,right,1,-1.5,0.05,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,23.0,Ebbinghaus_-1.5000_0.05000,670.0,28.0,-12.0,left,1,-1.5,0.05,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,24.0,Ebbinghaus_-0.9000_0.41515,973.0,-3.0,26.0,left,1,-0.9,0.41515,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,25.0,Ebbinghaus_1.20000_-0.0500,617.0,23.0,-13.0,left,0,1.2,0.05,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,26.0,Ebbinghaus_0.30000_0.05000,801.0,-1.0,32.0,left,1,0.3,0.05,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,27.0,Ebbinghaus_0.90000_0.26870,871.0,4.0,-24.0,left,1,0.9,0.2687,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,28.0,Ebbinghaus_0.90000_-0.41515,792.0,3.0,1.0,right,1,0.9,0.41515,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,29.0,Ebbinghaus_1.50000_0.41515,630.0,27.0,-24.0,left,1,1.5,0.41515,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,30.0,Ebbinghaus_-1.5000_0.26870,977.0,-18.0,22.0,left,1,-1.5,0.2687,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,31.0,Ebbinghaus_0.60000_0.26870,954.0,39.0,13.0,left,1,0.6,0.2687,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,32.0,Ebbinghaus_0.60000_-0.2687,999.0,32.0,-2.0,right,1,0.6,0.2687,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,33.0,Ebbinghaus_-0.9000_0.05000,840.0,14.0,26.0,left,1,-0.9,0.05,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,34.0,Ebbinghaus_0.60000_0.05000,902.0,21.0,38.0,right,0,0.6,0.05,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,35.0,Ebbinghaus_-0.6000_-0.2687,522.0,18.0,-15.0,right,1,-0.6,0.2687,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,36.0,Ebbinghaus_-0.3000_-0.41515,774.0,-32.0,10.0,right,1,-0.3,0.41515,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,37.0,Ebbinghaus_0.90000_0.41515,757.0,-8.0,-8.0,left,1,0.9,0.41515,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,38.0,Ebbinghaus_-1.5000_-0.41515,598.0,16.0,20.0,right,1,-1.5,0.41515,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,39.0,Ebbinghaus_1.50000_-0.14856,767.0,-17.0,14.0,left,0,1.5,0.14856,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,40.0,Ebbinghaus_0.90000_-0.2687,516.0,-9.0,10.0,left,0,0.9,0.2687,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,41.0,Ebbinghaus_1.20000_0.14856,749.0,-21.0,12.0,right,0,1.2,0.14856,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,42.0,Ebbinghaus_-1.2000_0.05000,579.0,-16.0,-41.0,left,1,-1.2,0.05,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,43.0,Ebbinghaus_0.90000_-0.14856,711.0,46.0,35.0,left,0,0.9,0.14856,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,44.0,Ebbinghaus_-0.3000_-0.0500,760.0,-19.0,23.0,right,1,-0.3,0.05,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,45.0,Ebbinghaus_-0.6000_0.41515,837.0,16.0,-34.0,left,1,-0.6,0.41515,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,46.0,Ebbinghaus_-0.3000_-0.2687,578.0,35.0,-23.0,right,1,-0.3,0.2687,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,47.0,Ebbinghaus_-0.6000_0.26870,800.0,6.0,-16.0,left,1,-0.6,0.2687,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,48.0,Ebbinghaus_-0.3000_0.14856,743.0,13.0,-13.0,left,1,-0.3,0.14856,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,49.0,Ebbinghaus_-1.2000_-0.14856,734.0,5.0,-3.0,right,1,-1.2,0.14856,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,50.0,Ebbinghaus_-0.3000_-0.14856,645.0,-17.0,-4.0,right,1,-0.3,0.14856,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,51.0,Ebbinghaus_0.60000_-0.0500,782.0,-37.0,-24.0,left,0,0.6,0.05,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,52.0,Ebbinghaus_-1.2000_-0.41515,600.0,-20.0,-3.0,right,1,-1.2,0.41515,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,53.0,Ebbinghaus_1.20000_0.26870,902.0,21.0,44.0,left,1,1.2,0.2687,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,54.0,Ebbinghaus_-0.9000_0.14856,576.0,-35.0,12.0,left,1,-0.9,0.14856,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,55.0,Ebbinghaus_1.50000_-0.2687,998.0,11.0,-18.0,left,0,1.5,0.2687,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,56.0,Ebbinghaus_-1.2000_0.41515,902.0,32.0,1.0,left,1,-1.2,0.41515,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,57.0,Ebbinghaus_0.90000_0.05000,577.0,10.0,-16.0,right,0,0.9,0.05,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,58.0,Ebbinghaus_-1.2000_0.14856,584.0,3.0,-14.0,left,1,-1.2,0.14856,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,59.0,Ebbinghaus_1.50000_0.26870,848.0,-2.0,22.0,left,1,1.5,0.2687,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,60.0,Ebbinghaus_0.30000_0.14856,760.0,44.0,22.0,left,1,0.3,0.14856,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,61.0,Ebbinghaus_-0.6000_-0.0500,988.0,-3.0,3.0,right,1,-0.6,0.05,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,62.0,Ebbinghaus_-1.2000_0.26870,564.0,38.0,8.0,left,1,-1.2,0.2687,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,63.0,Ebbinghaus_-0.9000_0.26870,917.0,44.0,-16.0,left,1,-0.9,0.2687,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,64.0,Ebbinghaus_0.30000_-0.0500,913.0,-7.0,11.0,left,0,0.3,0.05,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,65.0,Ebbinghaus_-1.2000_-0.2687,577.0,11.0,-42.0,right,1,-1.2,0.2687,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,66.0,Ebbinghaus_1.20000_-0.14856,690.0,34.0,14.0,left,0,1.2,0.14856,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,67.0,Ebbinghaus_-1.5000_-0.14856,834.0,-27.0,18.0,right,1,-1.5,0.14856,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,68.0,Ebbinghaus_1.50000_0.14856,848.0,27.0,-22.0,right,0,1.5,0.14856,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,69.0,Ebbinghaus_0.30000_-0.14856,975.0,-12.0,5.0,right,1,0.3,0.14856,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,70.0,Ebbinghaus_-0.3000_0.41515,929.0,16.0,17.0,left,1,-0.3,0.41515,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,71.0,Ebbinghaus_-1.2000_-0.0500,597.0,1.0,-32.0,right,1,-1.2,0.05,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,72.0,Ebbinghaus_1.20000_0.05000,553.0,-14.0,-13.0,right,0,1.2,0.05,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,73.0,Ebbinghaus_1.50000_-0.41515,733.0,-11.0,45.0,right,1,1.5,0.41515,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,74.0,Ebbinghaus_-1.5000_0.41515,782.0,14.0,10.0,left,1,-1.5,0.41515,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,75.0,Ebbinghaus_-0.6000_-0.41515,893.0,-26.0,33.0,right,1,-0.6,0.41515,Congruent,-1.0
sub-002,Baseline,Ebbinghaus,2,76.0,Ebbinghaus_1.20000_-0.2687,514.0,2.0,-7.0,right,1,1.2,0.2687,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,77.0,Ebbinghaus_0.90000_-0.0500,548.0,-7.0,21.0,left,0,0.9,0.05,Incongruent,-1.0
sub-002,Baseline,Ebbinghaus,2,78.0,Ebbinghaus_-0.3000_0.05000,661.0,20.0,31.0,left,1,-0.3,0.05,Congruent,1.0
sub-002,Baseline,Ebbinghaus,2,79.0,Ebbinghaus_0.60000_0.41515,962.0,6.0,32.0,left,1,0.6,0.41515,Incongruent,1.0
sub-002,Baseline,Ebbinghaus,2,80.0,Ebbinghaus_1.50000_0.05000,531.0,-25.0,18.0,right,0,1.5,0.05,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,1.0,VerticalHorizontal_9.00000_0.24909,903.0,3.0,7.0,left,1,9.0,0.24909,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,2.0,VerticalHorizontal_27.0000_0.03000,866.0,-11.0,-2.0,right,0,27.0,0.03,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,3.0,VerticalHorizontal_9.00000_0.03000,872.0,31.0,-1.0,left,1,9.0,0.03,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,4.0,VerticalHorizontal_-9.0000_0.16122,743.0,-33.0,9.0,left,1,-9.0,0.16122,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,5.0,VerticalHorizontal_-9.0000_-0.0300,876.0,-15.0,-4.0,right,1,-9.0,0.03,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,6.0,VerticalHorizontal_-18.000_0.08913,806.0,12.0,-41.0,left,1,-18.0,0.08913,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,7.0,VerticalHorizontal_-18.000_0.16122,652.0,-2.0,-12.0,right,0,-18.0,0.16122,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,8.0,VerticalHorizontal_-27.000_-0.24909,855.0,-4.0,8.0,right,1,-27.0,0.24909,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,9.0,VerticalHorizontal_18.0000_-0.24909,875.0,1.0,-7.0,right,1,18.0,0.24909,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,10.0,VerticalHorizontal_-45.000_-0.24909,510.0,22.0,6.0,right,1,-45.0,0.24909,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,11.0,VerticalHorizontal_-45.000_-0.16122,713.0,30.0,30.0,right,1,-45.0,0.16122,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,12.0,VerticalHorizontal_45.0000_-0.0300,950.0,1.0,31.0,left,0,45.0,0.03,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,13.0,VerticalHorizontal_-18.000_-0.24909,883.0,-30.0,3.0,right,1,-18.0,0.24909,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,14.0,VerticalHorizontal_18.0000_0.03000,513.0,7.0,-36.0,left,1,18.0,0.03,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,15.0,VerticalHorizontal_9.00000_0.16122,835.0,25.0,-18.0,left,1,9.0,0.16122,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,16.0,VerticalHorizontal_27.0000_0.24909,860.0,-9.0,-17.0,left,1,27.0,0.24909,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,17.0,VerticalHorizontal_-9.0000_-0.08913,546.0,10.0,4.0,right,1,-9.0,0.08913,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,18.0,VerticalHorizontal_-45.000_-0.08913,990.0,-28.0,-3.0,right,1,-45.0,0.08913,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,19.0,VerticalHorizontal_27.0000_-0.24909,604.0,-28.0,0.0,right,1,27.0,0.24909,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,20.0,VerticalHorizontal_45.0000_0.16122,645.0,-4.0,-19.0,right,0,45.0,0.16122,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,21.0,VerticalHorizontal_-45.000_0.16122,565.0,-26.0,-17.0,left,1,-45.0,0.16122,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,22.0,VerticalHorizontal_-18.000_-0.0300,673.0,-10.0,-31.0,right,1,-18.0,0.03,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,23.0,VerticalHorizontal_9.00000_-0.24909,676.0,-12.0,30.0,right,1,9.0,0.24909,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,24.0,VerticalHorizontal_-9.0000_0.24909,609.0,6.0,-17.0,left,1,-9.0,0.24909,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,25.0,VerticalHorizontal_27.0000_0.16122,898.0,-23.0,43.0,left,1,27.0,0.16122,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,26.0,VerticalHorizontal_27.0000_0.08913,510.0,22.0,13.0,right,0,27.0,0.08913,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,27.0,VerticalHorizontal_-27.000_0.16122,939.0,27.0,-28.0,left,1,-27.0,0.16122,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,28.0,VerticalHorizontal_36.0000_-0.24909,756.0,-2.0,-4.0,right,1,36.0,0.24909,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,29.0,VerticalHorizontal_45.0000_0.08913,773.0,1.0,-11.0,right,0,45.0,0.08913,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,30.0,VerticalHorizontal_-27.000_-0.16122,599.0,10.0,18.0,right,1,-27.0,0.16122,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,31.0,VerticalHorizontal_18.0000_-0.08913,572.0,4.0,35.0,left,0,18.0,0.08913,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,32.0,VerticalHorizontal_36.0000_0.03000,661.0,-16.0,-38.0,right,0,36.0,0.03,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,33.0,VerticalHorizontal_36.0000_0.16122,862.0,-18.0,25.0,left,1,36.0,0.16122,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,34.0,VerticalHorizontal_-18.000_0.24909,660.0,14.0,-19.0,left,1,-18.0,0.24909,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,35.0,VerticalHorizontal_-36.000_-0.24909,578.0,31.0,14.0,right,1,-36.0,0.24909,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,36.0,VerticalHorizontal_9.00000_0.08913,956.0,-39.0,20.0,left,1,9.0,0.08913,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,37.0,VerticalHorizontal_-36.000_0.08913,772.0,23.0,14.0,left,1,-36.0,0.08913,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,38.0,VerticalHorizontal_-36.000_0.24909,507.0,7.0,-16.0,left,1,-36.0,0.24909,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,39.0,VerticalHorizontal_-36.000_-0.16122,672.0,8.0,4.0,right,1,-36.0,0.16122,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,40.0,VerticalHorizontal_36.0000_-0.08913,898.0,9.0,-3.0,left,0,36.0,0.08913,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,41.0,VerticalHorizontal_36.0000_0.08913,894.0,-21.0,-32.0,right,0,36.0,0.08913,Incongruent,1.0
sub-002,Baseline,VerticalHorizontal,2,42.0,VerticalHorizontal_36.0000_-0.16122,806.0,-10.0,12.0,left,0,36.0,0.16122,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,43.0,VerticalHorizontal_45.0000_-0.24909,764.0,-1.0,-16.0,right,1,45.0,0.24909,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,44.0,VerticalHorizontal_-18.000_-0.16122,636.0,-19.0,26.0,right,1,-18.0,0.16122,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,45.0,VerticalHorizontal_-18.000_-0.08913,503.0,-12.0,44.0,right,1,-18.0,0.08913,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,46.0,VerticalHorizontal_-45.000_0.24909,725.0,-30.0,10.0,left,1,-45.0,0.24909,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,47.0,VerticalHorizontal_-36.000_0.03000,885.0,-9.0,10.0,left,1,-36.0,0.03,Congruent,1.0
sub-002,Baseline,VerticalHorizontal,2,48.0,VerticalHorizontal_18.0000_-0.0300,547.0,34.0,-49.0,left,0,18.0,0.03,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,49.0,VerticalHorizontal_-45.000_-0.0300,905.0,-6.0,25.0,right,1,-45.0,0.03,Congruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,50.0,VerticalHorizontal_27.0000_-0.16122,548.0,18.0,17.0,left,0,27.0,0.16122,Incongruent,-1.0
sub-002,Baseline,VerticalHorizontal,2,51.0,VerticalHorizontal_-27.000_-0.08913,644.0,24.0,-12.0,right,1,-27.0,0.08913,Congruent,-1.0
